,old.sampleid.x,sampleid,replicate,sitecode.x,species.x,role.x,delta13c,delta15n,c_n_ratio,old.sampleid.y,sitename,sitecode.y,species.y,role.y,delta2h,ampl,p_h
449,KC-S18-TER-3-1,KC-S18-TER-3-1,0,KC,european garden snail,terbase,-26.43138081,0.104499535,4.537623217,KC-S18-TER-3-1,Kettle Creek,KC,european garden snail,terbase,-85.73,16013,6.4
450,KC-S18-TER-3-2,KC-S18-TER-3-2,0,KC,european garden snail,terbase,-26.3140182,0.043967683,4.62747366,KC-S18-TER-3-1,Kettle Creek,KC,european garden snail,terbase,-85.73,16013,6.4
451,KC-S18-TER-4,KC-S18-TER-4-1,0,KC,caterpillar,terbase,-28.31509997,1.569370338,3.896909189,KC-S18-TER-4-1,Kettle Creek,KC,caterpillar,terbase,-100.31,11830,6.4
452,KC-S18-TER-4,KC-S18-TER-4-2,0,KC,caterpillar,terbase,-28.31509997,1.569370338,3.896909189,KC-S18-TER-4-2,Kettle Creek,KC,caterpillar,terbase,-100.03,13908,6.5
453,LE-S18-331-1,LE-S18-331-1,0,EF,yellow perch,perch,-23.25864545,10.44434861,3.125226418,LE-S18-331-1,Lake Erie Farms,LEF,yellow perch,invertivore,-89.43,15802,6.7
454,LE-S18-331-2,LE-S18-331-2,0,EF,yellow perch,perch,-27.79436504,12.4872986,3.137826415,NA,NA,NA,NA,NA,NA,NA,NA
455,LE-S18-331-4,LE-S18-331-4,0,EF,yellow perch,perch,-27.21544193,11.18586379,3.184503272,NA,NA,NA,NA,NA,NA,NA,NA
456,LE-S18-630-4 ,LE-S18-630-4,0,EF,blacknose dace,invertivore,-27.46397451,12.31680055,3.265698735,LE-S18-630-4,Lake Erie Farms,LEF,blacknose dace,invertivore,-113,15485,6.8
457,LE-S18-630-6,LE-S18-630-6,0,EF,blacknose dace,invertivore,-27.52157419,12.08379034,3.33928459,LE-S18-630-6,Lake Erie Farms,LEF,blacknose dace,invertivore,-115.06,15061,6.6
458,LE-S18-630-7,LE-S18-630-7,0,EF,blacknose dace,invertivore,-27.52354549,12.3122465,3.296571441,LE-S18-630-7,Lake Erie Farms,LEF,blacknose dace,invertivore,-114.5,14109,6.7
459,LE-S18-AQU-1,LE-S18-AQU-1,0,EF,algae,algae,-29.75209759,7.922265288,8.017913191,LE-S18-AQU-1,Lake Erie Farms,LEF,algae,algae,-167.05,3430,3.6
460,LE-S18-AQU-2,LE-S18-AQU-2,0,EF,algae,algae,-29.9176866,8.104426361,7.892742618,LE-S18-AQU-2,Lake Erie Farms,LEF,algae,algae,-171.65,3097,3.6
461,LE-S18-AQU-3,LE-S18-AQU-3,0,EF,algae,algae,-29.97189728,7.91220114,7.979437999,LE-S18-AQU-3,Lake Erie Farms,LEF,algae,algae,-168.75,3375,3.6
462,LE-S18-GOL-1,LE-S18-GOL-1,0,EF,goldenrod,terpp,-28.54862032,-2.015074109,19.4995422,LE-S18-GOL-1,Lake Erie Farms,LEF,goldenrod,terpp,-148.19,15230,6.2
463,LE-S18-GOL-2,LE-S18-GOL-2,0,EF,goldenrod,terpp,-28.46484016,-2.101625779,19.86363619,LE-S18-GOL-2,Lake Erie Farms,LEF,goldenrod,terpp,-147.82,13580,6.1
464,LE-S18-GOL-3,LE-S18-GOL-3,0,EF,goldenrod,terpp,-28.48553879,-2.065394847,19.70240391,LE-S18-GOL-3,Lake Erie Farms,LEF,goldenrod,terpp,-147.66,15374,6.2
465,LE-S18-TER-1,LE-S18-TER-1,0,EF,caterpillar,terbase,-29.24843101,-0.029417776,6.011616081,LE-S18-TER-1,Lake Erie Farms,LEF,caterpillar,terbase,-127.04,14031,7
466,LE-S18-TER-2,LE-S18-TER-2,0,EF,caterpillar,terbase,-29.1735217,-0.266931661,6.028859849,LE-S18-TER-2,Lake Erie Farms,LEF,caterpillar,terbase,-119.42,16332,7
467,LE-S18-TER-3,LE-S18-TER-3,0,EF,caterpillar,terbase,-29.26321575,-0.196482627,6.319041257,LE-S18-TER-3,Lake Erie Farms,LEF,caterpillar,terbase,-119.72,16660,7
468,LEST-S18-212-10-MT A,LEST-S18-212-10-MT A,1,ST,creek chub,cc,-25.548,8.955,3.279091092,NA,NA,NA,NA,NA,NA,NA,NA
469,LEST-S18-212-10-MT B,LEST-S18-212-10-MT B,1,ST,creek chub,cc,-25.571,9.081,3.266717109,NA,NA,NA,NA,NA,NA,NA,NA
470,LEST-S18-212-10-MT,LEST-S18-212-MT10,0,ST,creek chub,cc,-25.5595,9.018,3.272904101,LEST-S18-212-10-MT,Lake Erie Salmon Trout Club,LEST,creek chub,cc,-96.56,16800,6.9
471,LEST-S18-212-12,LEST-S18-212-12,0,ST,creek chub,cc,-26.598,10.378,3.341580654,LEST-S18-212-12,Lake Erie Salmon Trout Club,LEST,creek chub,cc,-99.18,13664,6.5
472,LEST-S18-212-12-MT,LEST-S18-212-MT12,0,ST,creek chub,cc,-25.767,9.238,3.263356713,LEST-S18-212-12-MT,Lake Erie Salmon Trout Club,LEST,creek chub,cc,-92.23,14583,6.7
473,LEST-S18-212-15-MT,LEST-S18-212-MT15,0,ST,creek chub,cc,-26.452,9.544,3.370193358,LEST-S18-212-15-MT,Lake Erie Salmon Trout Club,LEST,creek chub,cc,-102.74,15909,6.8
474,LEST-S18-212-6-MT,LEST-S18-212-MT6,0,ST,creek chub,cc,-25.41,9.66,3.406154365,LEST-S18-212-6-MT,Lake Erie Salmon Trout Club,LEST,creek chub,cc,-94.77,16013,6.8
475,LEST-S18-212-7-MT,LEST-S18-212-MT7,0,ST,creek chub,cc,-27.355,11.48,3.281699692,LEST-S18-212-7-MT,Lake Erie Salmon Trout Club,LEST,creek chub,cc,-94.97,14938,6.8
476,LEST-S18-212-8-MT,LEST-S18-212-MT8,0,ST,creek chub,cc,-26.461,9.823,3.382684844,LEST-S18-212-8-MT,Lake Erie Salmon Trout Club,LEST,creek chub,cc,-96.43,14875,6.7
477,LEST-S18-212-9-MT,LEST-S18-212-MT9,0,ST,creek chub,cc,-25.112,9.007,3.254318083,LEST-S18-212-9-MT,Lake Erie Salmon Trout Club,LEST,creek chub,cc,-90.66,5676,6.7
478,LEST-S18-630-14,LEST-S18-630-14,0,ST,blacknose dace,invertivore,-29.657,10.077,3.560541914,NA,NA,NA,NA,NA,NA,NA,NA
479,LEST-S18-630-15,LEST-S18-630-15,0,ST,blacknose dace,invertivore,-27.315,11.555,3.450037151,NA,NA,NA,NA,NA,NA,NA,NA
480,LEST-S18-630-16,LEST-S18-630-16,0,ST,blacknose dace,invertivore,-28.566,11.469,3.353413863,LEST-S18-630-16,Lake Erie Salmon Trout Club,LEST,blacknose dace,invertivore,-117.57,14290,7
481,LEST-S18-ALG-1,LEST-S18-ALG-1,0,ST,algae,algae,-20.375,5.637,19.19402985,LEST-S18-ALG-1,Lake Erie Salmon Trout Club,LEST,algae,algae,-105.06,5289,1.3
482,LEST-S18-ALG-2,LEST-S18-ALG-2,0,ST,algae,algae,-20.128,5.467,19.59375,LEST-S18-ALG-2,Lake Erie Salmon Trout Club,LEST,algae,algae,-104.66,3621,1.3
483,LEST-S18-ALG-3,LEST-S18-ALG-3,0,ST,algae,algae,-19.874,5.527,19.93650794,LEST-S18-ALG-3,Lake Erie Salmon Trout Club,LEST,algae,algae,-102.5,3672,1.1
484,LEST-S18-CADDIS-1,LEST-S18-CADDIS-1,0,ST,caddisfly,aqbase,-30.359,7.235,5.035526316,LEST-S18-CADDIS-1,Lake Erie Salmon Trout Club,LEST,caddisfly,aqbase,-101.68,13513,5
485,LEST-S18-CADDIS-2,LEST-S18-CADDIS-2,0,ST,caddisfly,aqbase,-30.405,7.43,4.992146597,LEST-S18-CADDIS-2,Lake Erie Salmon Trout Club,LEST,caddisfly,aqbase,-105.19,14056,5
486,LEST-S18-CAT-1,LEST-S18-CAT-1,0,ST,caterpillar,terbase,-29.831,-0.84,4.375,LEST-S18-CAT-1,Lake Erie Salmon Trout Club,LEST,caterpillar,terbase,-86.32,14953,6.5
487,LEST-S18-CAT-2,LEST-S18-CAT-2,0,ST,caterpillar,terbase,-29.774,-0.818,4.302112029,LEST-S18-CAT-2,Lake Erie Salmon Trout Club,LEST,caterpillar,terbase,-85.73,15759,6.5
488,LEST-S18-DET-1,LEST-S18-DET-1,0,ST,detritus,det,-25.369,0.724,21.19792039,LEST-S18-DET-1,Lake Erie Salmon Trout Club,LEST,detritus,det,-100.2,10436,2.5
489,LEST-S18-DET-2,LEST-S18-DET-2,0,ST,detritus,det,-25.429,1.152,21.46531192,LEST-S18-DET-2,Lake Erie Salmon Trout Club,LEST,detritus,det,-97.93,12233,3
490,LEST-S18-DET-3,LEST-S18-DET-3,0,ST,detritus,det,-25.944,0.99,21.73760763,LEST-S18-DET-3,Lake Erie Salmon Trout Club,LEST,detritus,det,-95.39,9384,2.3
491,LEST-S18-GOL-1 A,LEST-S18-GOL-1 A,1,ST,goldenrod,terpp,-33.084,2.916,12.86592179,NA,NA,NA,NA,NA,NA,NA,NA
492,LEST-S18-GOL-1 B,LEST-S18-GOL-1 B,1,ST,goldenrod,terpp,-33.036,2.933,12.99147727,NA,NA,NA,NA,NA,NA,NA,NA
493,LEST-S18-GOL-1 C,LEST-S18-GOL-1 C,1,ST,goldenrod,terpp,-32.933,2.909,12.90756303,NA,NA,NA,NA,NA,NA,NA,NA
494,LEST-S18-GOL-1,LEST-S18-GOL-1,0,ST,goldenrod,terpp,-33.01766667,2.919333333,12.92165403,LEST-S18-GOL-1,Lake Erie Salmon Trout Club,LEST,goldenrod,terpp,-134.43,15639,6.1
495,LEST-S18-GOL-2,LEST-S18-GOL-2,0,ST,goldenrod,terpp,-33.549,2.67,13.25071532,LEST-S18-GOL-2,Lake Erie Salmon Trout Club,LEST,goldenrod,terpp,-135.25,15784,6.1
496,LEST-S18-GOL-3,LEST-S18-GOL-3,0,ST,goldenrod,terpp,-33.593,2.632,12.81078198,LEST-S18-GOL-3,Lake Erie Salmon Trout Club,LEST,goldenrod,terpp,-128.34,15064,6
497,LEST-S18-SNAIL-1,LEST-S18-SNAIL-1,0,ST,european garden snail,terbase,-28.182,1.813,5.155074116,LEST-S18-SNAIL-1,Lake Erie Salmon Trout Club,LEST,european garden snail,terbase,-83.04,19472,6.3
498,LEST-S18-SNAIL-2,LEST-S18-SNAIL-2,0,ST,european garden snail,terbase,-28.207,1.812,5.161440186,LEST-S18-SNAIL-2,Lake Erie Salmon Trout Club,LEST,european garden snail,terbase,-82.2,17133,6.3
499,LEST-S18-SNAIL-3,LEST-S18-SNAIL-3,0,ST,european garden snail,terbase,-28.134,1.757,5.185765983,LEST-S18-SNAIL-3,Lake Erie Salmon Trout Club,LEST,european garden snail,terbase,-81.97,17837,6.4
500,MT-S18-281-10,MT-S18-281-10,0,MT,brook stickleback,planktivore,-29.309,13.639,3.698859571,MT-S18-281-10,McTavish Tract,MT,brook Stickleback,planktivore,-117.34,13866,6.5
501,MT-S18-281-12,MT-S18-281-12,0,MT,brook stickleback,planktivore,-29.327,14.324,3.955955127,MT-S18-281-12,McTavish Tract,MT,brook Stickleback,planktivore,-127.54,15150,6.6
502,MT-S18-281-2,MT-S18-281-2,0,MT,brook stickleback,planktivore,-26.717,12.534,3.344445348,MT-S18-281-2,McTavish Tract,MT,brook Stickleback,planktivore,-117.22,14591,6
503,MT-S18-ALG-1,MT-S18-ALG-1,0,MT,algae,algae,-27.799,2.344,19.06110299,MT-S18-ALG-1,McTavish Tract,MT,algae,algae,-100.14,14487,4.3
504,MT-S18-ALG-2,MT-S18-ALG-2,0,MT,algae,algae,-27.792,1.963,18.62136702,MT-S18-ALG-2,McTavish Tract,MT,algae,algae,-98.43,14339,4.5
505,MT-S18-ALG-3,MT-S18-ALG-3,0,MT,algae,algae,-27.63,2.135,18.87671384,MT-S18-ALG-3,McTavish Tract,MT,algae,algae,-100.5,15514,4.4
506,MT-S18-AQU-1,MT-S18-AQU-1,0,MT,mayfly/caddisfly,aqbase,-27.553,7.544,5.719713313,MT-S18-AQU-1,McTavish Tract,MT,mayfly/caddisfly,aqbase,-117.87,16664,6.4
507,MT-S18-AQU-2,MT-S18-AQU-2,0,MT,mayfly/caddisfly,aqbase,-27.487,7.497,5.908214448,MT-S18-AQU-2,McTavish Tract,MT,mayfly/caddisfly,aqbase,-122.33,20444,6.4
508,MT-S18-AQU-3,MT-S18-AQU-3,0,MT,mayfly/caddisfly,aqbase,-27.684,7.74,6.011689438,MT-S18-AQU-3,McTavish Tract,MT,mayfly/caddisfly,aqbase,-123.66,20253,6.5
509,MT-S18-DET-1,MT-S18-DET-1,0,MT,detritus,det,-25.836,6.682,11.38068474,MT-S18-DET-1,McTavish Tract,MT,detritus,det,-147.59,9483,2.1
510,MT-S18-DET-2,MT-S18-DET-2,0,MT,detritus,det,-25.762,6.976,11.27928598,MT-S18-DET-2,McTavish Tract,MT,detritus,det,-149.07,8586,2.1
511,MT-S18-DET-3,MT-S18-DET-3,0,MT,detritus,det,-26.508,6.919,11.16872853,MT-S18-DET-3,McTavish Tract,MT,detritus,det,-150.45,9344,2.1
512,MT-S18-GOL-1,MT-S18-GOL-1,0,MT,goldenrod,terpp,-31.524,-0.52,17.61554693,MT-S18-GOL-1,McTavish Tract,MT,goldenrod,terpp,-134.08,14445,6
513,MT-S18-GOL-2,MT-S18-GOL-2,0,MT,goldenrod,terpp,-31.095,-0.475,17.39607843,MT-S18-GOL-2,McTavish Tract,MT,goldenrod,terpp,-134.07,14842,5.9
514,MT-S18-GOL-2 A,MT-S18-GOL-2 A,1,MT,goldenrod,terpp,-31.457,-0.853,17.85759593,NA,NA,NA,NA,NA,NA,NA,NA
515,MT-S18-GOL-2 B,MT-S18-GOL-2 B,1,MT,goldenrod,terpp,-31.534,-0.974,17.55249474,NA,NA,NA,NA,NA,NA,NA,NA
516,MT-S18-GOL-2,MT-S18-GOL-2,0,MT,goldenrod,terpp,-31.4955,-0.9135,17.70504534,MT-S18-GOL-2,McTavish Tract,MT,goldenrod,terpp,-134.07,14842,5.9
517,MT-S18-GOL-3,MT-S18-GOL-3,0,MT,goldenrod,terpp,-31.453,-0.787,17.86219418,MT-S18-GOL-3,McTavish Tract,MT,goldenrod,terpp,-136.14,13514,5.9
518,MT-S18-TER-1,MT-S18-TER-1,0,MT,snails/caterpillars,terbase,-26.419,7.511,5.182516359,MT-S18-TER-1,McTavish Tract,MT,snails/caterpillars,terbase,-115.59,17730,6.9
519,MT-S18-TER-2,MT-S18-TER-2,0,MT,snails/caterpillars,terbase,-26.09,7.725,4.729044356,MT-S18-TER-2,McTavish Tract,MT,snails/caterpillars,terbase,-113.09,18473,6.9
520,MT-S18-TER-3,MT-S18-TER-3,0,MT,snails/caterpillars,terbase,-26.13,7.941,4.712703536,MT-S18-TER-3,McTavish Tract,MT,snails/caterpillars,terbase,-111.38,17679,6.9
521,PF-S18-163-18,PF-S18-163-18,0,PF,white sucker,detritivore,-26.33004147,15.04487888,3.273513809,PF-S18-163-18,Parrish Farm,PF,white sucker,detritivore,-117.58,14820,6
522,PF-S18-163-19,PF-S18-163-19,0,PF,white sucker,detritivore,-26.93556772,14.7300235,3.32936155,NA,NA,NA,NA,NA,NA,NA,NA
523,PF-S18-163-6,PF-S18-163-6,0,PF,white sucker,detritivore,-25.72648761,13.6270205,3.34042865,NA,NA,NA,NA,NA,NA,NA,NA
524,PF-S18-198-4,PF-S18-198-4,0,PF,common shiner,invertivore,-26.1801392,14.08517545,3.437898562,NA,NA,NA,NA,NA,NA,NA,NA
525,PF-S18-198-5,PF-S18-198-5,0,PF,common shiner,invertivore,-25.82214892,13.650231,3.586966148,NA,NA,NA,NA,NA,NA,NA,NA
526,PF-S18-198-6,PF-S18-198-6,0,PF,common shiner,invertivore,-25.76790797,13.47766603,3.352850616,NA,NA,NA,NA,NA,NA,NA,NA
527,PF-S18-208-12,PF-S18-208-12,0,PF,bluntnose minnow,detritivore,-26.26692472,13.97114129,3.230363538,NA,NA,NA,NA,NA,NA,NA,NA
528,PF-S18-208-13,PF-S18-208-13,0,PF,bluntnose minnow,detritivore,-27.05588401,15.1912059,3.475463768,NA,NA,NA,NA,NA,NA,NA,NA
529,PF-S18-208-7,PF-S18-208-7,0,PF,bluntnose minnow,detritivore,-26.34582065,14.11645916,3.348655144,NA,NA,NA,NA,NA,NA,NA,NA
530,PF-S18-212-1,PF-S18-212-1,0,PF,creek chub,cc,-25.50163421,13.68656046,3.249739908,PF-S18-212-1,Parrish Farm,PF,creek chub,cc,-99.13,15046,6.6
531,PF-S18-212-10,PF-S18-212-10,0,PF,creek chub,cc,-24.85567379,12.03962462,3.273451106,PF-S18-212-10,Parrish Farm,PF,creek chub,cc,-89.91,14700,6.8
532,PF-S18-212-11 A,PF-S18-212-11 A,1,PF,creek chub,cc,-24.80537763,12.31613223,3.264416329,NA,NA,NA,NA,NA,NA,NA,NA
533,PF-S18-212-11 B,PF-S18-212-11 B,1,PF,creek chub,cc,-25.03910682,12.23842753,3.227799882,NA,NA,NA,NA,NA,NA,NA,NA
534,PF-S18-212-11 C,PF-S18-212-11 C,1,PF,creek chub,cc,-24.92963872,12.20108891,3.272129312,NA,NA,NA,NA,NA,NA,NA,NA
535,PF-S18-212-11,PF-S18-212-11,0,PF,creek chub,cc,-24.92470772,12.25188289,3.254781841,PF-S18-212-11,Parrish Farm,PF,creek chub,cc,-92.56,15704,6.8
536,PF-S18-212-13,PF-S18-212-13,0,PF,creek chub,cc,-25.72155661,12.33530611,3.261878401,PF-S18-212-13,Parrish Farm,PF,creek chub,cc,-103.76,15004,6.6
537,PF-S18-212-15,PF-S18-212-15,0,PF,creek chub,cc,-25.57954394,12.54218225,3.249160467,PF-S18-212-15,Parrish Farm,PF,creek chub,cc,-103.18,13518,6.5
538,PF-S18-212-2,PF-S18-212-2,0,PF,creek chub,cc,-24.75705388,12.31512308,3.250622955,PF-S18-212-2,Parrish Farm,PF,creek chub,cc,-95.29,16064,6.7
539,PF-S18-212-29,PF-S18-212-29,0,PF,creek chub,cc,-24.49472491,12.61887779,3.303368956,PF-S18-212-29,Parrish Farm,PF,creek chub,cc,-99.03,14288,6.7
540,PF-S18-212-3,PF-S18-212-3,0,PF,creek chub,cc,-24.74521949,11.99522193,3.203398591,PF-S18-212-3,Parrish Farm,PF,creek chub,cc,-101.48,16002,6.6
541,PF-S18-212-5,PF-S18-212-5,0,PF,creek chub,cc,-24.35567084,10.80442273,3.209303424,PF-S18-212-5,Parrish Farm,PF,creek chub,cc,-85.9,13503,6.6
542,PF-S18-212-9,PF-S18-212-9,0,PF,creek chub,cc,-24.87539777,11.89127929,3.314944884,PF-S18-212-9,Parrish Farm,PF,creek chub,cc,-92.28,16253,6.8
543,PF-S18-341-12,PF-S18-341-12,0,PF,johnny darter,invertivore,-24.77579166,14.28700583,3.423304634,NA,NA,NA,NA,NA,NA,NA,NA
544,PF-S18-341-6,PF-S18-341-6,0,PF,johnny darter,invertivore,-25.14265773,14.14774287,3.339244921,PF-S18-341-6,Parrish Farm,PF,johnny darter,invertivore,-116.2,16729,7
545,PF-S18-341-8,PF-S18-341-8,0,PF,johnny darter,invertivore,-25.03417583,13.88536338,3.297383906,NA,NA,NA,NA,NA,NA,NA,NA
546,PF-S18-ALG-1,PF-S18-ALG-1,0,PF,algae,algae,-31.67245656,1.124806836,16.13015314,PF-S18-ALG-1,Parrish Farm,PF,algae,algae,-129.89,22918,6
547,PF-S18-ALG-2,PF-S18-ALG-2,0,PF,algae,algae,-31.67047483,1.200038956,16.50998853,PF-S18-ALG-2,Parrish Farm,PF,algae,algae,-126.78,21553,5.9
548,PF-S18-ALG-3,PF-S18-ALG-3,0,PF,algae,algae,-23.84068515,12.96979912,13.01366708,PF-S18-ALG-3,Parrish Farm,PF,algae,algae,-125.8,21241,6
549,PF-S18-CADDIS-1,PF-S18-CADDIS-1,0,PF,caddisfly,aqbase,-29.14563994,12.34237018,4.682460025,PF-S18-CADDIS-1,Parrish Farm,PF,caddisfly,aqbase,-121.07,18353,5.7
550,PF-S18-CADDIS-2,PF-S18-CADDIS-2,0,PF,caddisfly,aqbase,-29.17917071,12.32218714,4.611138052,PF-S18-CADDIS-1,Parrish Farm,PF,caddisfly,aqbase,-121.07,18353,5.7
551,PF-S18-DET-1,PF-S18-DET-1,0,PF,detritus,det,-28.61366628,6.787548833,25.51881304,PF-S18-DET-1,Parrish Farm,PF,detritus,det,-96.22,17105,3.5
552,PF-S18-DET-2,PF-S18-DET-2,0,PF,detritus,det,-28.7454509,6.918696718,25.51497777,PF-S18-DET-2,Parrish Farm,PF,detritus,det,-96.51,14259,3.5
553,PF-S18-DET-3,PF-S18-DET-3,0,PF,detritus,det,-28.68500833,6.918696718,25.27317395,PF-S18-DET-3,Parrish Farm,PF,detritus,det,-93.64,15115,3.6
554,PF-S18-MAYFLY-1,PF-S18-MAYFLY-1,0,PF,mayfly,aqbase,-29.24425985,13.13455439,4.944119451,PF-S18-MAYFLY-1,Parrish Farm,PF,mayfly,aqbase,-139.4,15795,6.2
555,PF-S18-SNAIL-3,PF-S18-SNAIL-3,0,PF,european garden snail,terbase,-26.57560505,0.366764962,4.613210226,PF-S18-SNAIL-3,Parrish Farm,PF,european garden snail,terbase,-78.67,17722,6.4
556,PF-S18-SNAIL-1,PF-S18-SNAIL-1,0,PF,european garden snail,terbase,-26.35371024,0.575659399,4.477971924,PF-S18-SNAIL-1,Parrish Farm,PF,european garden snail,terbase,-80.26,19085,6.5
557,PF-S18-SNAIL-2 A,PF-S18-SNAIL-2 A,1,PF,european garden snail,terbase,-26.54404667,0.736114546,4.591474563,NA,NA,NA,NA,NA,NA,NA,NA
558,PF-S18-SNAIL-2 B,PF-S18-SNAIL-2 B,1,PF,european garden snail,terbase,-26.49276432,0.686666104,4.580740662,NA,NA,NA,NA,NA,NA,NA,NA
559,PF-S18-SNAIL-2 C,PF-S18-SNAIL-2 C,1,PF,european garden snail,terbase,-26.60223242,0.717949812,4.532125111,NA,NA,NA,NA,NA,NA,NA,NA
560,PF-S18-SNAIL-2,PF-S18-SNAIL-2,0,PF,european garden snail,terbase,-26.5463478,0.713576821,4.568113445,PF-S18-SNAIL-2,Parrish Farm,PF,european garden snail,terbase,-81.27,18688,6.5
561,PVFT-S18-CATERPILLAR,PVTF-S18-CATERPILLAR,0,PV,caterpillar,terbase,-28.02914723,1.521355548,4.878470788,PVTF-S18-CATERPILLAR,Pleasant Valley Trout Farm,PVTF,caterpillar,terbase,-116.78,6310,6.9
562,PVFT-S18-SNAIL-1,PVTF-S18-SNAIL-1,0,PV,european garden snail,terbase,-25.6684771,0.786052581,4.067936344,PVTF-S18-SNAILS-1,Pleasant Valley Trout Farm,PVTF,european garden snail,terbase,-81.9,6148,6.6
563,PVFT-S18-SNAIL-2 A,PVTF-S18-SNAIL-2 A,1,PV,european garden snail,terbase,-25.87422358,0.778992059,4.135237788,NA,NA,NA,NA,NA,NA,NA,NA
564,PVFT-S18-SNAIL-2 B,PVTF-S18-SNAIL-2 B,1,PV,european garden snail,terbase,-26.06225026,0.56717639,3.98476356,NA,NA,NA,NA,NA,NA,NA,NA
565,PVFT-S18-SNAIL-2 C,PVTF-S18-SNAIL-2 C,1,PV,european garden snail,terbase,-25.91163203,0.80925144,4.071325057,NA,NA,NA,NA,NA,NA,NA,NA
566,PVFT-S18-SNAIL-2,PVTF-S18-SNAIL-2,0,PV,european garden snail,terbase,-25.94936862,0.718473296,4.063775468,PVTF-S18-SNAILS-2,Pleasant Valley Trout Farm,PVTF,european garden snail,terbase,-79.94,6500,7
567,PVTF-S18-163-1,PVTF-S18-163-1,0,PV,white sucker,detritivore,-27.88246672,11.41314731,3.215962199,PVTF-S18-163-1,Pleasant Valley Trout Farm,PVTF,white sucker,detritivore,-126.66,5530,6.6
568,PVTF-S18-163-6,PVTF-S18-163-6,0,PV,white sucker,detritivore,-27.76335034,15.48606003,3.260935276,NA,NA,NA,NA,NA,NA,NA,NA
569,PVTF-S18-163-7,PVTF-S18-163-7,0,PV,white sucker,detritivore,-27.02502565,15.66358174,3.190314523,NA,NA,NA,NA,NA,NA,NA,NA
570,PVTF-S18-212-12 A,PVTF-S18-212-12 A,1,PV,creek chub,cc,-26.1232851,9.546143477,3.452604795,NA,NA,NA,NA,NA,NA,NA,NA
571,PVTF-S18-212-12 B,PVTF-S18-212-12 B,1,PV,creek chub,cc,-26.30343633,9.659111834,3.435044865,NA,NA,NA,NA,NA,NA,NA,NA
572,PVTF-S18-212-12 C,PVTF-S18-212-12 C,1,PV,creek chub,cc,-26.05339037,9.550178061,3.445996418,NA,NA,NA,NA,NA,NA,NA,NA
573,PVTF-S18-212-12,PVTF-S18-212-12,0,PV,creek chub,cc,-26.16003727,9.585144457,3.444548693,PVTF-S18-212-12,Pleasant Valley Trout Farm,PVTF,creek chub,cc,-115.56,6533,6.7
574,PVTF-S18-212-14,PVTF-S18-212-14,0,PV,creek chub,cc,-26.10950304,9.445278873,3.484230504,PVTF-S18-212-14,Pleasant Valley Trout Farm,PVTF,creek chub,cc,-113.26,5794,6.5
575,PVTF-S18-212-15,PVTF-S18-212-15,0,PV,creek chub,cc,-26.20007087,14.57928724,3.231583161,PVTF-S18-212-15,Pleasant Valley Trout Farm,PVTF,creek chub,cc,-123.33,6402,6.5
576,PVTF-S18-212-16,PVTF-S18-212-16,0,PV,creek chub,cc,-26.18333551,11.05507796,3.354268256,PVTF-S18-212-16,Pleasant Valley Trout Farm,PVTF,creek chub,cc,-114.41,6732,6.7
577,PVTF-S18-212-17,PVTF-S18-212-17,0,PV,creek chub,cc,-26.38809756,15.04225577,3.243979342,PVTF-S18-212-17,Pleasant Valley Trout Farm,PVTF,creek chub,cc,-126.48,5760,6.8
578,PVTF-S18-212-18,PVTF-S18-212-18,0,PV,creek chub,cc,-26.08193892,15.66862497,3.350072504,PVTF-S18-212-18,Pleasant Valley Trout Farm,PVTF,creek chub,cc,-132.36,5368,6.6
579,PVTF-S18-212-19,PVTF-S18-212-19,0,PV,creek chub,cc,-25.99137109,10.23101414,3.239993361,PVTF-S18-212-19,Pleasant Valley Trout Farm,PVTF,creek chub,cc,-103.53,5453,6.6
580,PVTF-S18-212-20,PVTF-S18-212-20,0,PV,creek chub,cc,-26.42058384,14.51372525,3.287364479,PVTF-S18-212-20,Pleasant Valley Trout Farm,PVTF,creek chub,cc,-128.65,6519,6.7
581,PVTF-S18-341-11,PVTF-S18-341-11,0,PV,johnny darter,invertivore,-25.69702565,12.53072712,3.219057898,NA,NA,NA,NA,NA,NA,NA,NA
582,PVTF-S18-341-4,PVTF-S18-341-4,0,PV,johnny darter,invertivore,-27.09098266,12.03245598,3.271502418,PVTF-S18-341-4,Pleasant Valley Trout Farm,PVTF,johnny darter,invertivore,-124.35,5829,7.1
583,PVTF-S18-341-8,PVTF-S18-341-8,0,PV,johnny darter,invertivore,-26.59778177,12.39556855,3.175707927,NA,NA,NA,NA,NA,NA,NA,NA
584,PVTF-S18-630-12,PVTF-S18-630-12,0,PV,blacknose dace,invertivore,-26.89508051,11.16703767,3.423779253,NA,NA,NA,NA,NA,NA,NA,NA
585,PVTF-S18-630-3 A,PVTF-S18-630-3 A,1,PV,blacknose dace,invertivore,-27.40698562,11.11862266,3.667057408,NA,NA,NA,NA,NA,NA,NA,NA
586,PVTF-S18-630-3 B,PVTF-S18-630-3 B,1,PV,blacknose dace,invertivore,-27.24061646,11.07020765,3.672578663,NA,NA,NA,NA,NA,NA,NA,NA
587,PVTF-S18-630-3 C,PVTF-S18-630-3 C,1,PV,blacknose dace,invertivore,-27.32527769,11.16401173,3.674084471,NA,NA,NA,NA,NA,NA,NA,NA
