sitecode,sitename,pass,species,number,sampleid,forkmm,totalmm,weight,kept,sex,stomach,stomachsource,stomachTP
PF,Parrish,2,johnny darter,Bulk2-23,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-24,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-25,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-26,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-27,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-28,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-29,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-30,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-31,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-32,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-33,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-34,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-35,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-36,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-37,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-38,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-39,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-40,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-41,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-42,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-43,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-44,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-45,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-46,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-47,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-48,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-49,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-50,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-51,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-52,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-53,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-54,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-55,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-56,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-57,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-58,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-59,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-60,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-61,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-62,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-63,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-64,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-65,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-66,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-67,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-68,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-69,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-70,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-71,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-72,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-73,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-74,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-75,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-76,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-77,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-78,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-79,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-80,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-81,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-82,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-83,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-84,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-85,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-86,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-87,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-88,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-89,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-90,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-91,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-92,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-93,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-94,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-95,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-96,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-97,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-98,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-99,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-100,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-101,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-102,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-103,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-104,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-105,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-106,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-107,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-108,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-109,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-110,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-111,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-112,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-113,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-114,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-115,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-116,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-117,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-118,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-119,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-120,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-121,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-122,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-123,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-124,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-125,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-126,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-127,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-128,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-129,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-130,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-131,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-132,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-133,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-134,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-135,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-136,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-137,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-138,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-139,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-140,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-141,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-142,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-143,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-144,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-145,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-146,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-147,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-148,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-149,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-150,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-151,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-152,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-153,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-154,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-155,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-156,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-157,,NA,NA,0.392405063,N,,,,
PF,Parrish,2,johnny darter,Bulk2-158,,NA,NA,0.392405063,N,,,,
PF,Parrish,3,creek chub,bulk3-1,,NA,NA,0.5,N,,,,
PF,Parrish,3,creek chub,bulk3-2,,NA,NA,0.5,N,,,,
PF,Parrish,3,creek chub,bulk3-3,,NA,NA,0.5,N,,,,
PF,Parrish,1,white sucker,bulk2-1,,NA,NA,0.5,N,,,,
PF,Parrish,1,white sucker,bulk2-2,,NA,NA,0.5,N,,,,
PF,Parrish,1,white sucker,bulk2-3,,NA,NA,0.5,N,,,,
PF,Parrish,1,white sucker,bulk2-4,,NA,NA,0.5,N,,,,
PF,Parrish,1,white sucker,bulk2-5,,NA,NA,0.5,N,,,,
PF,Parrish,3,bluntnose minnow,bulk1-1,,NA,NA,1,N,,,,
PF,Parrish,3,bluntnose minnow,bulk1-2,,NA,NA,1,N,,,,
PF,Parrish,3,bluntnose minnow,bulk1-3,,NA,NA,1,N,,,,
PF,Parrish,3,bluntnose minnow,bulk1-4,,NA,NA,1,N,,,,
PF,Parrish,3,bluntnose minnow,bulk1-5,,NA,NA,1,N,,,,
PF,Parrish,1,johnny darter,bulk2-1,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-2,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-3,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-4,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-5,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-6,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-7,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-8,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-9,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-10,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-11,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-12,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-13,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-14,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-15,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-16,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-17,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-18,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-19,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-20,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-21,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-22,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-23,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-24,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-25,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-26,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-27,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-28,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-29,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-30,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-31,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-32,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-33,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-34,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-35,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-36,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-37,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-38,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-39,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-40,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-41,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-42,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-43,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-44,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-45,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-46,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-47,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-48,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-49,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-50,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-51,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-52,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-53,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-54,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-55,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-56,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-57,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-58,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-59,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-60,,NA,NA,0.491803279,N,,,,
PF,Parrish,1,johnny darter,bulk2-61,,NA,NA,0.491803279,N,,,,
PF,Parrish,3,johnny darter,bulk3-1,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-2,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-3,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-4,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-5,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-6,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-7,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-8,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-9,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-10,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-11,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-12,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-13,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-14,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-15,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-16,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-17,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-18,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-19,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-20,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-21,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-22,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-23,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-24,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-25,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-26,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-27,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-28,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-29,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-30,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-31,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-32,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-33,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-34,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-35,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-36,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-37,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-38,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-39,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-40,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-41,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-42,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-43,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-44,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-45,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-46,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-47,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-48,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-49,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-50,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-51,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-52,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-53,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-54,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-55,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-56,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-57,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-58,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-59,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-60,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-61,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-62,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-63,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-64,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-65,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-66,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-67,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-68,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-69,,NA,NA,0.542857143,N,,,,
PF,Parrish,3,johnny darter,bulk3-70,,NA,NA,0.542857143,N,,,,
PF,Parrish,2,creek chub,bulk2-1,,NA,NA,0.3125,N,,,,
PF,Parrish,2,creek chub,bulk2-2,,NA,NA,0.3125,N,,,,
PF,Parrish,2,creek chub,bulk2-3,,NA,NA,0.3125,N,,,,
PF,Parrish,2,creek chub,bulk2-4,,NA,NA,0.3125,N,,,,
PF,Parrish,2,creek chub,bulk2-5,,NA,NA,0.3125,N,,,,
PF,Parrish,2,creek chub,bulk2-6,,NA,NA,0.3125,N,,,,
PF,Parrish,2,creek chub,bulk2-7,,NA,NA,0.3125,N,,,,
PF,Parrish,2,creek chub,bulk2-8,,NA,NA,0.3125,N,,,,
PF,Parrish,2,unknown cyprinid,1,PF-S18-999-1,58,61,2.5,formalin,,,,
PF,Parrish,2,unknown cyprinid,2,PF-S18-999-2,51,54,1.5,formalin,,,,
PF,Parrish,1,white sucker,1,PF-S18-163-1,38,40,0.5,N,,,,
PF,Parrish,2,white sucker,10,PF-S18-163-10,124,131,20.5,Y,,,,
PF,Parrish,2,white sucker,11,PF-S18-163-11,47,49,1.5,Y,,,,
PF,Parrish,2,white sucker,12,PF-S18-163-12,46,48,1,Y,,,,
PF,Parrish,2,white sucker,13,PF-S18-163-13,39,42,1,Y,,,,
PF,Parrish,2,white sucker,14,PF-S18-163-14,45,49,1.5,Y,I,algae,aquatic,1
PF,Parrish,2,white sucker,15,PF-S18-163-15,47,50,1.5,Y,I,detritus,terrestrial,1
PF,Parrish,3,white sucker,16,PF-S18-163-16,48,50,1,N,,,,
PF,Parrish,2,white sucker,17,PF-S18-163-17,46,49,1,Y,I,"detritus, algae",both,1
PF,Parrish,3,white sucker,18,PF-S18-163-18,54,57,1.5,Y,M,detritus,terrestrial,1
PF,Parrish,3,white sucker,19,PF-S18-163-19,49,52,3,Y,I,algae,aquatic,1
PF,Parrish,1,white sucker,2,PF-S18-163-2,35,36,0.5,N,,,,
PF,Parrish,3,white sucker,21,PF-S18-163-21,51,54,1.5,Y,M,algae,aquatic,1
PF,Parrish,1,white sucker,5,PF-S18-163-5,NA,30,0.5,N,,,,
PF,Parrish,1,white sucker,6,PF-S18-163-6,126,135,25.5,Y,,,,
PF,Parrish,1,white sucker,7,PF-S18-163-7,48,51,1.5,Y,,,,
PF,Parrish,2,white sucker,9,PF-S18-163-9,33,35,0.5,N,,,,
PF,Parrish,1,common shiner,1,PF-S18-198-1,61,65,2,Y,,,,
PF,Parrish,1,common shiner,2,PF-S18-198-2,69,74,3.5,Y,,,,
PF,Parrish,1,common shiner,3,PF-S18-198-3,61,65,2,Y,,,,
PF,Parrish,2,common shiner,4,PF-S18-198-4,58,61,2,Y,,,,
PF,Parrish,2,common shiner,5,PF-S18-198-5,56,62,1.5,Y,M,algae,aquatic,1
PF,Parrish,2,common shiner,6,PF-S18-198-6,53,56,2,Y,I,detritus,terrestrial,1
PF,Parrish,1,bluntnose minnow,1,PF-S18-208-1,39,42,1,N,,,,
PF,Parrish,3,bluntnose minnow,10,PF-S18-208-10,49,51,2,N,,,,
PF,Parrish,2,bluntnose minnow,11,PF-S18-208-11,55,57,2,Y,M,algae,aquatic,1
PF,Parrish,2,bluntnose minnow,12,PF-S18-208-12,45,47,2,Y,I,"worm, algae",aquatic,1.5
PF,Parrish,2,bluntnose minnow,13,PF-S18-208-13,42,45,1,Y,I,algae,aquatic,1
PF,Parrish,3,bluntnose minnow,14,PF-S18-208-14,50,53,0.5,N,,,,
PF,Parrish,3,bluntnose minnow,15,PF-S18-208-15,59,61,4,N,,,,
PF,Parrish,3,bluntnose minnow,16,PF-S18-208-16,53,55,3,N,,,,
PF,Parrish,3,bluntnose minnow,17,PF-S18-208-17,59,61,3,N,,,,
PF,Parrish,1,bluntnose minnow,2,PF-S18-208-2,37,39,0.5,N,,,,
PF,Parrish,1,bluntnose minnow,3,PF-S18-208-3,43,45,1,Y,,,,
PF,Parrish,1,bluntnose minnow,4,PF-S18-208-4,61,66,3,Y,,,,
PF,Parrish,1,bluntnose minnow,5,PF-S18-208-5,44,47,1,Y,,,,
PF,Parrish,2,bluntnose minnow,6,PF-S18-208-6,66,71,3.5,Y,,,,
